,tilename,UG1,UG2,NP1,NP2,NP3,NP4,NP5
2567,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_16_34.jpg,"(0.007030226290225983, 0.818214476108551, 0.12496665865182877)","(0.20531676709651947, 0.0066116550005972385, 1.758700705067895e-07)","(0.030827131122350693, 0.34735921025276184, 0.0019890356343239546)","(0.01034493837505579, 0.08279656618833542, 0.00010101350926561281)","(0.7956857085227966, 0.09013552963733673, 9.256904149879119e-07)","(0.9479815363883972, 0.24761106073856354, 0.00022567008272744715)","(0.34625673294067383, 0.28777170181274414, 0.44859781861305237)"
2568,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_21_22.jpg,"(0.5931999087333679, 0.976664662361145, 0.00020913538173772395)","(0.4559808075428009, 0.9812917709350586, 0.0007157185464166105)","(0.8806384801864624, 0.9718862771987915, 0.00036689898115582764)","(0.9662765264511108, 0.33203914761543274, 1.2147678489782265e-06)","(0.040148429572582245, 0.9971309900283813, 0.0005174978286959231)","(0.00048620536108501256, 0.9999980926513672, 0.003071514191105962)","(0.6986255645751953, 0.7137256860733032, 1.7841208318714052e-05)"
2569,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_26_50.jpg,"(0.9995974898338318, 0.9230325818061829, 8.890475146472454e-05)","(0.8375563621520996, 0.9994402527809143, 5.899905772821512e-07)","(0.9788469672203064, 0.9995743632316589, 0.0293946024030447)","(0.997779905796051, 0.9854004979133606, 1.3677129572897684e-05)","(0.9869047999382019, 0.9999196529388428, 5.8779074606718495e-05)","(0.9852858185768127, 0.9970592260360718, 0.002464831806719303)","(0.9857272505760193, 0.8545945882797241, 0.007609091233462095)"
2570,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_16_12_31.jpg,"(0.526593029499054, 0.9997128844261169, 0.00844100397080183)","(0.5926593542098999, 0.9876196384429932, 0.0001894948654808104)","(0.2539687752723694, 0.9999786615371704, 0.02945062890648842)","(0.8643613457679749, 0.9844868779182434, 4.6772711925768817e-07)","(0.13886480033397675, 0.9996362924575806, 0.022932913154363632)","(0.0021122402977198362, 0.9999747276306152, 0.00013509979180525988)","(0.9526326656341553, 0.8853605389595032, 6.94792288413737e-06)"
2571,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_14_13_1.jpg,"(5.261704245640431e-06, 0.053953930735588074, 0.9928799271583557)","(0.00227043847553432, 0.3081102669239044, 0.08154001832008362)","(0.0004114238836336881, 0.845899760723114, 0.6584092974662781)","(0.028945622965693474, 0.004568309988826513, 1.8286184058524668e-05)","(0.006107528693974018, 0.25620803236961365, 0.49424728751182556)","(0.36169102787971497, 0.00333474762737751, 0.6502748727798462)","(0.001166346250101924, 0.041644927114248276, 0.3971324563026428)"
2572,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_24_48.jpg,"(0.6345927715301514, 0.9690603613853455, 0.07655735313892365)","(0.36047789454460144, 0.8811695575714111, 0.0011674701236188412)","(0.90582275390625, 0.9401538968086243, 1.8228169210487977e-05)","(0.9473320245742798, 0.529561460018158, 1.6557514470605383e-08)","(0.959621250629425, 0.9833141565322876, 2.393667955402634e-06)","(0.021034887060523033, 0.9965576529502869, 0.0004373198316898197)","(0.32838383316993713, 0.9538745880126953, 0.00011314306902932003)"
2573,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_30_2.jpg,"(0.0009638430783525109, 0.0043418831191957, 0.9999563694000244)","(0.0043200054205954075, 0.006116250064224005, 0.5456750392913818)","(0.00011253191041760147, 0.0010742085287347436, 0.9925245642662048)","(5.2585939556593075e-05, 0.0007533582393079996, 0.24708549678325653)","(3.954024214181118e-05, 0.0007966179400682449, 0.9264487624168396)","(0.024515587836503983, 0.029023947194218636, 0.9658235311508179)","(6.687376753689023e-06, 0.0006428328342735767, 0.9954698085784912)"
2574,cw18-48/cw18-48_10_23_6.jpg,"(0.5293318629264832, 0.5359742045402527, 0.0019377456046640873)","(0.6377373337745667, 0.9118816256523132, 4.758545401273295e-06)","(0.7120087146759033, 0.27589792013168335, 2.1444231606437825e-05)","(0.07104696333408356, 0.6738622188568115, 3.8856040191603824e-05)","(0.006823040544986725, 0.9067146182060242, 0.0016111956210806966)","(0.1649113893508911, 0.6437331438064575, 0.00030528605566360056)","(0.5542784333229065, 0.4294244349002838, 0.0014493872877210379)"
2575,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_6_2.jpg,"(0.0003278636431787163, 0.010131794027984142, 0.9999760389328003)","(0.006863017100840807, 0.4224729537963867, 0.08267508447170258)","(9.886260522762313e-05, 0.005538648925721645, 0.9973980188369751)","(4.067809129537636e-07, 5.848005002917489e-06, 0.8487727046012878)","(1.2004335076198913e-05, 0.0005040434771217406, 0.9923216700553894)","(0.02477387525141239, 0.0006472446257248521, 0.9868164658546448)","(7.61678529670462e-06, 5.190573574509472e-06, 0.9988083839416504)"
2576,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_20.jpg,"(0.00019891193369403481, 0.0007942257798276842, 0.9999278783798218)","(0.0001239110279129818, 1.0337058483855799e-05, 0.996821403503418)","(4.781843745149672e-05, 0.0037089036777615547, 0.98708575963974)","(8.639409543320653e-07, 0.0010788502404466271, 0.510137677192688)","(1.134921717493853e-06, 0.0019531110301613808, 0.9600306749343872)","(0.001584384124726057, 0.017631186172366142, 0.5372186303138733)","(1.3485057024809066e-05, 0.0009090248495340347, 0.9984094500541687)"
2577,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_6_30_49.jpg,"(0.9975448250770569, 0.05993116274476051, 1.1640731827355921e-05)","(0.998034656047821, 0.03004329837858677, 1.544245060358662e-05)","(0.9999493360519409, 0.00304043130017817, 2.781725072509289e-07)","(0.999715268611908, 0.00919716153293848, 2.2889524942115713e-08)","(0.9998249411582947, 0.0005592909874394536, 5.340319148672279e-06)","(0.955073893070221, 0.14223423600196838, 0.00010019892215495929)","(0.9989872574806213, 0.01244624238461256, 7.766351700411178e-06)"
2578,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_14_14.jpg,"(0.6531431078910828, 0.9948431253433228, 0.0011720251059159636)","(0.6379572153091431, 0.3886752426624298, 0.00806980486959219)","(0.7023059725761414, 0.99644935131073, 6.732789756824786e-07)","(0.9433093070983887, 0.5528459548950195, 7.31045190605073e-07)","(0.3000544607639313, 0.9865146279335022, 3.2055095289251767e-07)","(0.05717236176133156, 0.9991374015808105, 5.559621172324114e-07)","(0.5391077995300293, 0.9913261532783508, 2.772942025330849e-06)"
2579,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_21_15.jpg,"(0.00012221501674503088, 0.9578353762626648, 0.7324742674827576)","(0.00018669298151507974, 0.9765997529029846, 0.4190995693206787)","(0.0005657068686559796, 0.9707169532775879, 0.542839765548706)","(7.110695878509432e-05, 0.06132625788450241, 0.25981515645980835)","(0.0020096639636904, 0.9205452799797058, 0.0006510885432362556)","(0.016995392739772797, 0.9216871857643127, 0.0006892698584124446)","(0.0040573179721832275, 0.9091072678565979, 0.6456382870674133)"
2580,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_24_11.jpg,"(0.005881355609744787, 0.01604895479977131, 0.9381206035614014)","(5.661144086843706e-07, 0.039871130138635635, 0.7017822265625)","(3.2659540011081845e-05, 0.1807199865579605, 0.15836219489574432)","(4.1019031726818866e-08, 8.634743426227942e-05, 0.7150459885597229)","(1.8855183725463576e-06, 0.05356528237462044, 0.3901589512825012)","(0.00043430246296338737, 0.0009856335818767548, 0.002899338025599718)","(7.53852873458527e-06, 0.00832509994506836, 0.7275363206863403)"
2581,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_9_15_78.jpg,"(0.0649653747677803, 0.9987279772758484, 0.0003931271203327924)","(2.7113301257486455e-05, 0.9995085000991821, 0.00018442777218297124)","(0.004006919916719198, 0.9999889135360718, 0.0003765720466617495)","(0.0046963258646428585, 0.9955962300300598, 7.850015390431508e-05)","(0.40389108657836914, 0.9999935626983643, 6.682052600126553e-08)","(2.825594856403768e-05, 0.9999996423721313, 5.187861916056136e-06)","(0.01122242771089077, 0.999658465385437, 0.004861738998442888)"
2582,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_16_24_7.jpg,"(0.00017624296015128493, 0.10326442867517471, 0.8965428471565247)","(0.022582348436117172, 0.19109545648097992, 0.057606957852840424)","(0.005489657633006573, 0.03056821972131729, 0.00941302627325058)","(0.039248377084732056, 0.027124658226966858, 0.00024179901811294258)","(0.0004875963495578617, 0.007374637760221958, 0.22574518620967865)","(0.029981376603245735, 0.03845217451453209, 0.5620599985122681)","(0.01405599806457758, 0.0837249681353569, 0.6188300848007202)"
2583,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_4_23_8.jpg,"(0.0021237784530967474, 0.983670711517334, 0.0019099959172308445)","(0.6019884347915649, 0.873733401298523, 7.392339466605335e-05)","(0.770037055015564, 0.21904052793979645, 3.974199458411931e-08)","(0.09948020428419113, 0.14345185458660126, 1.9571941844986895e-09)","(0.12648902833461761, 0.5713666677474976, 3.691175879794173e-05)","(0.9647394418716431, 0.07151411473751068, 3.0110732041066512e-05)","(0.18359574675559998, 0.7352632284164429, 8.284347131848335e-05)"
2584,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_6_33.jpg,"(0.7346214056015015, 0.6024118661880493, 0.0016409382224082947)","(0.9376357793807983, 0.06500023603439331, 7.550385817012284e-06)","(0.7698779702186584, 0.3516726493835449, 5.724974107579328e-05)","(0.7685417532920837, 0.18754450976848602, 0.00036126820486970246)","(0.44053173065185547, 0.5851330757141113, 1.2921696907142177e-05)","(0.9793493151664734, 0.17840249836444855, 4.776083369506523e-05)","(0.5118101835250854, 0.615890622138977, 0.002046697773039341)"
2585,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_35_2.jpg,"(0.06675343960523605, 0.5884485244750977, 0.03611923009157181)","(0.5194413661956787, 0.9791056513786316, 7.902123616077006e-05)","(0.854304313659668, 0.7837964296340942, 0.001387622905895114)","(0.9149176478385925, 0.5983515977859497, 9.476511877437588e-06)","(0.081024669110775, 0.9918370842933655, 0.060447730123996735)","(0.25025659799575806, 0.9702901840209961, 0.08176760375499725)","(0.32202911376953125, 0.8229612708091736, 0.04427212104201317)"
2586,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_17_47.jpg,"(0.00942095648497343, 0.9528660774230957, 0.006423307582736015)","(0.0020784728694707155, 0.767339825630188, 0.09382656961679459)","(4.2881962144747376e-05, 0.9367287158966064, 0.9684680700302124)","(0.00033491337671875954, 0.7058117389678955, 0.5468284487724304)","(0.00606160843744874, 0.9990314245223999, 0.0005385186523199081)","(0.0007769265212118626, 0.9996590614318848, 0.029566682875156403)","(0.00041781511390581727, 0.9775172472000122, 0.8151988983154297)"
2587,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_19_55.jpg,"(0.8512331247329712, 0.8956884741783142, 0.007180389016866684)","(0.8086092472076416, 0.6209439635276794, 7.129299774533138e-05)","(0.9640783667564392, 0.8229508399963379, 0.00013146783749107271)","(0.5870160460472107, 0.6642483472824097, 2.3275508738151984e-06)","(0.9906653165817261, 0.41535475850105286, 0.00019419501768425107)","(0.6902838349342346, 0.34097322821617126, 0.026198379695415497)","(0.958517849445343, 0.65369713306427, 0.0030497757252305746)"
2588,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_20_31_11.jpg,"(0.006164003629237413, 0.062116589397192, 0.9808087348937988)","(0.0007331437082029879, 0.08806224912405014, 0.9633913636207581)","(0.00930354930460453, 0.0629291757941246, 0.6754907965660095)","(0.057538796216249466, 0.01169627159833908, 0.0043527414090931416)","(0.11018314957618713, 0.6905372142791748, 0.3013763725757599)","(0.062125422060489655, 0.8635964393615723, 0.8367581963539124)","(0.01493561826646328, 0.039797592908144, 0.8832889795303345)"
2589,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_28_23.jpg,"(0.46511533856391907, 0.8907681107521057, 0.000948216940741986)","(0.8108205795288086, 0.9639313817024231, 1.0547833880991675e-05)","(0.4032491147518158, 0.9996517896652222, 0.00017136373207904398)","(0.8502501845359802, 0.7810660004615784, 4.5857991608500015e-06)","(0.7978120446205139, 0.9900678396224976, 0.0001645716547500342)","(0.025649558752775192, 0.9998461008071899, 0.0001754348340909928)","(0.6810056567192078, 0.8637354969978333, 8.922507731767837e-06)"
2590,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_2_12_3.jpg,"(0.0018286651466041803, 0.012504788115620613, 0.9999972581863403)","(7.583638250707736e-08, 1.2275958169993828e-06, 0.9999996423721313)","(1.5646099200239405e-05, 0.004902892746031284, 0.9982598423957825)","(4.6997081426525256e-07, 0.0003263741673436016, 0.9984377026557922)","(4.280937275780161e-07, 1.4533484318235423e-06, 0.999984622001648)","(0.00045780069194734097, 0.017512191087007523, 0.9896335601806641)","(1.0729672794695944e-05, 0.0006559179164469242, 0.9999392032623291)"
2591,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_5_22.jpg,"(0.062377601861953735, 0.9994075298309326, 8.042339686653577e-06)","(0.9179413318634033, 0.668053925037384, 7.493040357076097e-07)","(0.18042826652526855, 0.9992520213127136, 4.795653651967768e-09)","(0.8729196190834045, 0.8974643349647522, 1.097196573596193e-07)","(0.8967980146408081, 0.9834016561508179, 1.113190761792282e-09)","(0.10863160341978073, 0.9999502897262573, 3.2008054517973505e-07)","(0.14889706671237946, 0.9958959817886353, 3.8720031625416595e-07)"
2592,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_6_20.jpg,"(0.8048012256622314, 0.0326773002743721, 0.00029935623751953244)","(0.6727023720741272, 0.9237423539161682, 4.2074032080563484e-07)","(0.4140003025531769, 0.3024153411388397, 7.5688203651225194e-06)","(0.48625800013542175, 0.2901197671890259, 2.3741428378798446e-07)","(0.9020544290542603, 0.23660048842430115, 3.348305472172797e-05)","(0.9656727313995361, 0.9010277390480042, 2.8040878419233195e-07)","(0.07099256664514542, 0.7063823342323303, 0.0004435595474205911)"
2593,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_20_38_10.jpg,"(6.607202180930472e-07, 0.1081034392118454, 1.0)","(2.2210231520602974e-07, 0.0001927450648508966, 0.9998364448547363)","(4.173163503651267e-08, 0.9092010259628296, 1.0)","(1.7684935460504647e-10, 9.612512030798825e-07, 0.997860848903656)","(3.864691279886756e-06, 0.8059952259063721, 1.0)","(8.9849983453405e-08, 0.5034657120704651, 1.0)","(4.102302142428016e-08, 3.891760206897743e-05, 1.0)"
2594,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_25_1.jpg,"(0.002568246563896537, 0.00028681635740213096, 0.9992930889129639)","(6.082980235078139e-06, 0.10659196972846985, 0.06533994525671005)","(2.2917356545804068e-07, 1.6069763660198078e-05, 0.14171558618545532)","(2.0787382926101827e-09, 6.529566576318757e-07, 0.9209891557693481)","(1.2415708283697313e-07, 4.48876306791135e-07, 0.7242631316184998)","(9.971547115128487e-05, 2.776915061986074e-05, 0.9608210921287537)","(1.9176234218321042e-06, 1.1697297708224141e-07, 0.9925738573074341)"
2595,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_11_35.jpg,"(0.8902299404144287, 0.999861478805542, 0.00027731037698686123)","(0.9531885981559753, 0.9985682964324951, 1.1886558581863937e-07)","(0.8664014339447021, 0.9995638728141785, 3.3624558000155957e-06)","(0.46161752939224243, 0.9974119067192078, 6.032647070242092e-05)","(0.5193360447883606, 0.9998549222946167, 6.304180288907446e-08)","(0.23143602907657623, 1.0, 0.00011438724322943017)","(0.8995488882064819, 0.9767524600028992, 2.0213507013977505e-05)"
2596,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_9_24_2.jpg,"(0.0002125158061971888, 0.005614586640149355, 0.9999891519546509)","(4.4541366150951944e-08, 7.307058695005253e-05, 0.9997020363807678)","(9.136257972386375e-07, 0.018659401684999466, 0.9887678027153015)","(4.80235712529975e-07, 3.754109638975933e-05, 0.22503706812858582)","(7.433825885527767e-06, 8.197878923965618e-05, 0.9945136308670044)","(9.251105552721128e-07, 0.01570681296288967, 0.9955673813819885)","(1.4581810603431222e-07, 0.0024418646935373545, 0.999725878238678)"
2597,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_33.jpg,"(0.0001415837905369699, 0.03767230361700058, 0.9999948740005493)","(9.874492388917133e-05, 0.0012164759682491422, 0.9095286130905151)","(3.772167838178575e-05, 5.254257848719135e-05, 0.9997560381889343)","(5.461591285893519e-07, 0.00010213337372988462, 0.8489318490028381)","(1.2987606169190258e-05, 7.59455215302296e-05, 0.9759907126426697)","(0.011777115985751152, 0.20939168334007263, 0.26283004879951477)","(1.476419697610254e-06, 2.2818092020315817e-06, 0.9970296621322632)"
2598,cw13-0/cw13-0_15_21_3.jpg,"(0.0021605982910841703, 0.0015770775498822331, 0.9985195994377136)","(0.0008427053107880056, 0.001340187038294971, 0.38835644721984863)","(8.968720976554323e-06, 0.0003297840303275734, 0.9780902862548828)","(9.508584480499849e-05, 0.0024818398524075747, 0.4512788653373718)","(2.4943859898485243e-05, 8.858874934958294e-05, 0.7940402626991272)","(0.015476495027542114, 0.0022065425291657448, 0.8527834415435791)","(6.388601468643174e-05, 0.007162035908550024, 0.9991268515586853)"
2599,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_9_12_0.jpg,"(0.022662093862891197, 0.05033057555556297, 0.9913796186447144)","(2.888635754061397e-05, 0.004006592556834221, 0.9990585446357727)","(0.00017298126476816833, 0.011771063320338726, 0.6949363350868225)","(1.6182224499061704e-05, 0.03609316796064377, 0.8520330786705017)","(0.0014880259986966848, 0.0015480092260986567, 0.9881381392478943)","(0.00020820184727199376, 0.7093997597694397, 0.9134858250617981)","(1.1601034202612936e-05, 0.004121433012187481, 0.998028576374054)"
2600,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_32_8.jpg,"(0.008871041238307953, 0.004049794748425484, 0.9999426603317261)","(2.906533381974441e-06, 0.008502631448209286, 0.9952642917633057)","(1.6304291420965455e-05, 0.00034100591437891126, 0.9559707641601562)","(1.1439364016041509e-06, 0.0003944658092223108, 0.9946272969245911)","(2.8807788112317212e-05, 0.0005454255733639002, 0.9994113445281982)","(0.007540939841419458, 0.32196927070617676, 0.986071765422821)","(1.2509363841672894e-05, 0.0011104494333267212, 0.9994300007820129)"
2601,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_30_58.jpg,"(0.6947492361068726, 0.9719761610031128, 0.0030700224451720715)","(0.8284544944763184, 0.888500452041626, 0.000740850402507931)","(0.9926252961158752, 0.9901815056800842, 1.020950912788976e-05)","(0.9837807416915894, 0.9332447052001953, 2.223834371761768e-06)","(0.9996103644371033, 0.8468499779701233, 7.264676696649985e-06)","(0.2281644195318222, 0.9998613595962524, 0.0017940523102879524)","(0.749143660068512, 0.9628097414970398, 0.0021118915174156427)"
